,Class
5797,3
5798,1
5799,2
5800,9
5801,3
5802,2
5803,2
5804,2
5805,1
5806,3
5807,2
5808,8
5809,9
5810,3
5811,6
5812,3
5813,8
5814,9
5815,8
5816,2
5817,1
5818,9
5819,2
5820,3
5821,1
5822,3
5823,8
5824,3
5825,3
5826,8
5827,3
5828,1
5829,2
5830,1
5831,8
5832,8
5833,3
5834,1
5835,3
5836,8
5837,2
5838,1
5839,3
5840,1
5841,1
5842,6
5843,2
5844,2
5845,7
5846,1
5847,3
5848,6
5849,2
5850,6
5851,3
5852,3
5853,6
5854,2
5855,9
5856,3
5857,3
5858,2
5859,6
5860,1
5861,2
5862,1
5863,3
5864,9
5865,9
5866,2
5867,2
5868,9
5869,3
5870,1
5871,2
5872,3
5873,9
5874,3
5875,3
5876,3
5877,6
5878,6
5879,8
5880,1
5881,3
5882,3
5883,9
5884,5
5885,4
5886,3
5887,3
5888,2
5889,3
5890,3
5891,2
5892,4
5893,3
5894,3
5895,4
5896,1
5897,1
5898,3
5899,8
5900,1
5901,3
5902,3
5903,8
5904,7
5905,4
5906,3
5907,1
5908,5
5909,3
5910,3
5911,7
5912,8
5913,8
5914,9
5915,3
5916,7
5917,8
5918,1
5919,3
5920,3
5921,7
5922,3
5923,4
5924,3
5925,3
5926,9
5927,2
5928,2
5929,2
5930,8
5931,2
5932,8
5933,7
5934,1
5935,3
5936,1
5937,1
5938,9
5939,1
5940,3
5941,6
5942,8
5943,8
5944,2
5945,8
5946,7
5947,2
5948,7
5949,2
5950,4
5951,3
5952,1
5953,6
5954,8
5955,9
5956,6
5957,3
5958,3
5959,2
5960,3
5961,3
5962,2
5963,4
5964,8
5965,3
5966,8
5967,3
5968,3
5969,7
5970,6
5971,6
5972,3
5973,1
5974,3
5975,9
5976,1
5977,8
5978,1
5979,8
5980,2
5981,1
5982,8
5983,3
5984,8
5985,2
5986,3
5987,2
5988,3
5989,6
5990,3
5991,1
5992,6
5993,3
5994,8
5995,8
5996,3
5997,7
5998,2
5999,2
6000,1
6001,9
6002,1
6003,6
6004,3
6005,3
6006,7
6007,8
6008,2
6009,1
6010,9
6011,3
6012,2
6013,3
6014,1
6015,2
6016,3
6017,3
6018,3
6019,6
6020,2
6021,1
6022,1
6023,6
6024,3
6025,7
6026,3
6027,8
6028,8
6029,6
6030,3
6031,2
6032,2
6033,8
6034,6
6035,9
6036,3
6037,9
6038,8
6039,3
6040,3
6041,4
6042,2
6043,3
6044,2
6045,3
6046,1
6047,2
6048,1
6049,9
6050,1
6051,3
6052,4
6053,8
6054,3
6055,9
6056,4
6057,3
6058,8
6059,2
6060,1
6061,2
6062,3
6063,4
6064,8
6065,8
6066,8
6067,1
6068,9
6069,2
6070,3
6071,1
6072,6
6073,6
6074,4
6075,6
6076,4
6077,1
6078,3
6079,9
6080,3
6081,2
6082,9
6083,3
6084,3
6085,3
6086,3
6087,8
6088,1
6089,3
6090,9
6091,3
6092,8
6093,2
6094,3
6095,3
6096,3
6097,6
6098,3
6099,3
6100,1
6101,3
6102,3
6103,6
6104,9
6105,1
6106,1
6107,4
6108,9
6109,2
6110,9
6111,2
6112,9
6113,2
6114,8
6115,2
6116,7
6117,3
6118,2
6119,6
6120,2
6121,3
6122,2
6123,8
6124,7
6125,3
6126,3
6127,2
6128,6
6129,8
6130,7
6131,3
6132,2
6133,2
6134,1
6135,8
6136,3
6137,2
6138,2
6139,1
6140,2
6141,7
6142,9
6143,1
6144,2
6145,1
6146,6
6147,9
6148,3
6149,3
6150,2
6151,7
6152,2
6153,9
6154,3
6155,8
6156,1
6157,3
6158,6
6159,2
6160,2
6161,3
6162,3
6163,7
6164,8
6165,6
6166,2
6167,2
6168,9
6169,2
6170,3
6171,3
6172,6
6173,2
6174,2
6175,3
6176,6
6177,2
6178,7
6179,1
6180,2
6181,2
6182,1
6183,3
6184,3
6185,3
6186,1
6187,3
6188,9
6189,8
6190,3
6191,9
6192,9
6193,3
6194,9
6195,1
6196,3
6197,3
6198,1
6199,3
6200,3
6201,9
6202,1
6203,3
6204,7
6205,3
6206,1
6207,3
6208,8
6209,2
6210,1
6211,2
6212,3
6213,8
6214,9
6215,1
6216,7
6217,2
6218,2
6219,3
6220,1
6221,1
6222,3
6223,2
6224,3
6225,3
6226,2
6227,2
6228,3
6229,4
6230,2
6231,2
6232,8
6233,2
6234,7
6235,2
6236,1
6237,2
6238,8
6239,2
6240,2
6241,6
6242,3
6243,2
6244,1
6245,2
6246,8
6247,3
6248,2
6249,6
6250,3
6251,3
6252,9
6253,4
6254,3
6255,2
6256,8
6257,3
6258,2
6259,2
6260,6
6261,2
6262,1
6263,3
6264,8
6265,8
6266,3
6267,2
6268,2
6269,6
6270,9
6271,3
6272,7
6273,8
6274,3
6275,2
6276,3
6277,8
6278,9
6279,3
6280,3
6281,2
6282,2
6283,3
6284,2
6285,9
6286,2
6287,2
6288,2
6289,1
6290,2
6291,6
6292,3
6293,3
6294,8
6295,1
6296,2
6297,2
6298,1
6299,3
6300,2
6301,3
6302,6
6303,3
6304,1
6305,1
6306,2
6307,3
6308,1
6309,3
6310,2
6311,9
6312,8
6313,2
6314,5
6315,2
6316,3
6317,3
6318,6
6319,1
6320,3
6321,3
6322,9
6323,2
6324,8
6325,9
6326,1
6327,9
6328,2
6329,4
6330,2
6331,8
6332,2
6333,1
6334,3
6335,3
6336,3
6337,3
6338,8
6339,7
6340,1
6341,6
6342,2
6343,8
6344,3
6345,2
6346,8
6347,3
6348,3
6349,3
6350,9
6351,3
6352,6
6353,8
6354,3
6355,3
6356,2
6357,9
6358,3
6359,6
6360,2
6361,2
6362,8
6363,2
6364,2
6365,2
6366,2
6367,2
6368,3
6369,2
6370,8
6371,8
6372,6
6373,9
6374,3
6375,1
6376,8
6377,2
6378,9
6379,6
6380,3
6381,4
6382,3
6383,4
6384,3
6385,4
6386,7
6387,3
6388,3
6389,2
6390,3
6391,2
6392,7
6393,1
6394,2
6395,3
6396,2
6397,1
6398,3
6399,9
6400,3
6401,1
6402,3
6403,8
6404,9
6405,3
6406,9
6407,9
6408,2
6409,3
6410,3
6411,6
6412,3
6413,8
6414,1
6415,2
6416,7
6417,1
6418,9
6419,1
6420,3
6421,2
6422,1
6423,3
6424,3
6425,3
6426,2
6427,9
6428,3
6429,8
6430,8
6431,3
6432,5
6433,3
6434,8
6435,3
6436,8
6437,3
6438,2
6439,9
6440,2
6441,2
6442,7
6443,8
6444,8
6445,3
6446,3
6447,2
6448,9
6449,8
6450,1
6451,8
6452,3
6453,2
6454,3
6455,8
6456,2
6457,6
6458,1
6459,3
6460,8
6461,9
6462,2
6463,8
6464,8
6465,9
6466,3
6467,2
6468,1
6469,2
6470,9
6471,2
6472,3
6473,4
6474,3
6475,8
6476,3
6477,1
6478,8
6479,8
6480,2
6481,1
6482,3
6483,1
6484,3
6485,3
6486,2
6487,2
6488,9
6489,2
6490,3
6491,1
6492,1
6493,1
6494,1
6495,3
6496,3
6497,4
6498,6
6499,1
6500,8
6501,7
6502,2
6503,6
6504,6
6505,2
6506,2
6507,7
6508,2
6509,9
6510,1
6511,8
6512,3
6513,3
6514,1
6515,3
6516,1
6517,8
6518,2
6519,2
6520,8
6521,9
6522,3
6523,1
6524,9
6525,1
6526,6
6527,1
6528,2
6529,3
6530,6
6531,3
6532,4
6533,2
6534,6
6535,3
6536,2
6537,3
6538,1
6539,4
6540,1
6541,3
6542,3
6543,2
6544,1
6545,2
6546,3
6547,2
6548,2
6549,8
6550,6
6551,1
6552,4
6553,3
6554,3
6555,8
6556,3
6557,9
6558,3
6559,9
6560,3
6561,2
6562,8
6563,4
6564,3
6565,8
6566,2
6567,3
6568,3
6569,2
6570,9
6571,4
6572,1
6573,4
6574,2
6575,1
6576,3
6577,9
6578,9
6579,3
6580,9
6581,8
6582,2
6583,1
6584,1
6585,2
6586,8
6587,3
6588,3
6589,5
6590,1
6591,3
6592,3
6593,3
6594,3
6595,8
6596,3
6597,8
6598,2
6599,2
6600,7
6601,2
6602,2
6603,8
6604,6
6605,1
6606,7
6607,3
6608,2
6609,8
6610,9
6611,6
6612,2
6613,7
6614,1
6615,9
6616,3
6617,2
6618,8
6619,8
6620,3
6621,6
6622,7
6623,6
6624,3
6625,1
6626,3
6627,1
6628,2
6629,2
6630,7
6631,2
6632,2
6633,6
6634,3
6635,8
6636,1
6637,2
6638,2
6639,2
6640,3
6641,8
6642,8
6643,1
6644,9
6645,2
6646,4
6647,3
6648,2
6649,2
6650,4
6651,3
6652,3
6653,1
6654,2
6655,1
6656,2
6657,8
6658,4
6659,2
6660,3
6661,9
6662,1
6663,2
6664,8
6665,3
6666,2
6667,9
6668,8
6669,2
6670,3
6671,7
6672,2
6673,3
6674,3
6675,2
6676,3
6677,1
6678,8
6679,3
6680,2
6681,3
6682,2
6683,2
6684,4
6685,6
6686,2
6687,2
6688,2
6689,9
6690,7
6691,8
6692,3
6693,1
6694,2
6695,3
6696,3
6697,2
6698,2
6699,1
6700,2
6701,2
6702,3
6703,6
6704,2
6705,2
6706,2
6707,1
6708,1
6709,3
6710,8
6711,6
6712,3
6713,2
6714,6
6715,3
6716,2
6717,2
6718,3
6719,3
6720,3
6721,6
6722,8
6723,3
6724,1
6725,4
6726,1
6727,8
6728,6
6729,2
6730,4
6731,3
6732,9
6733,3
6734,2
6735,8
6736,2
6737,3
6738,3
6739,4
6740,4
6741,1
6742,2
6743,7
6744,1
6745,3
6746,3
6747,3
6748,2
6749,1
6750,5
6751,3
6752,9
6753,1
6754,2
6755,1
6756,1
6757,6
6758,3
6759,3
6760,3
6761,9
6762,1
6763,4
6764,3
6765,8
6766,2
6767,2
6768,3
6769,2
6770,1
6771,1
6772,9
6773,1
6774,1
6775,1
6776,6
6777,2
6778,8
6779,3
6780,2
6781,6
6782,8
6783,2
6784,3
6785,2
6786,4
6787,2
6788,2
6789,3
6790,1
6791,2
6792,4
6793,4
6794,3
6795,2
6796,3
6797,1
6798,7
6799,8
6800,1
6801,1
6802,3
6803,2
6804,4
6805,3
6806,3
6807,2
6808,1
6809,6
6810,6
6811,1
6812,1
6813,3
6814,3
6815,2
6816,9
6817,8
6818,3
6819,7
6820,3
6821,3
6822,8
6823,2
6824,3
6825,2
6826,8
6827,3
6828,1
6829,1
6830,3
6831,1
6832,1
6833,8
6834,1
6835,2
6836,3
6837,6
6838,2
6839,8
6840,3
6841,7
6842,6
6843,6
6844,9
6845,6
6846,9
6847,2
6848,9
6849,3
6850,3
6851,8
6852,3
6853,3
6854,2
6855,2
6856,8
6857,6
6858,3
6859,3
6860,2
6861,3
6862,2
6863,3
6864,2
6865,2
6866,8
6867,8
6868,6
6869,8
6870,1
6871,2
6872,1
6873,3
6874,3
6875,6
6876,3
6877,1
6878,3
6879,2
6880,6
6881,6
6882,3
6883,2
6884,3
6885,3
6886,9
6887,2
6888,7
6889,3
6890,1
6891,9
6892,7
6893,1
6894,9
6895,3
6896,4
6897,8
6898,6
6899,2
6900,9
6901,8
6902,3
6903,2
6904,3
6905,6
6906,3
6907,8
6908,7
6909,2
6910,2
6911,2
6912,1
6913,1
6914,7
6915,8
6916,6
6917,2
6918,8
6919,2
6920,1
6921,3
6922,8
6923,1
6924,3
6925,6
6926,3
6927,2
6928,3
6929,9
6930,3
6931,3
6932,1
6933,1
6934,3
6935,2
6936,8
6937,2
6938,9
6939,3
6940,9
6941,6
6942,9
6943,1
6944,3
6945,3
6946,1
6947,3
6948,8
6949,3
6950,1
6951,3
6952,4
6953,2
6954,2
6955,2
6956,6
6957,3
6958,8
6959,3
6960,1
6961,8
6962,8
6963,7
6964,9
6965,1
6966,2
6967,7
6968,8
6969,9
6970,3
6971,3
6972,4
6973,3
6974,2
6975,9
6976,2
6977,7
6978,9
6979,8
6980,2
6981,6
6982,8
6983,6
6984,3
6985,9
6986,2
6987,2
6988,3
6989,1
6990,8
6991,1
6992,6
6993,3
6994,7
6995,1
6996,3
6997,3
6998,2
6999,3
7000,9
7001,4
7002,1
7003,2
7004,2
7005,6
7006,3
7007,2
7008,3
7009,6
7010,2
7011,8
7012,2
7013,1
7014,8
7015,4
7016,1
7017,1
7018,3
7019,7
7020,3
7021,3
7022,6
7023,2
7024,2
7025,1
7026,1
7027,7
7028,2
7029,8
7030,2
7031,1
7032,8
7033,6
7034,2
7035,1
7036,2
7037,6
7038,2
7039,1
7040,5
7041,7
7042,6
7043,3
7044,1
7045,1
7046,7
7047,9
7048,3
7049,2
7050,6
7051,2
7052,2
7053,3
7054,2
7055,1
7056,2
7057,1
7058,2
7059,2
7060,2
7061,6
7062,1
7063,3
7064,4
7065,7
7066,9
7067,8
7068,3
7069,8
7070,2
7071,3
7072,1
7073,1
7074,8
7075,2
7076,8
7077,6
7078,8
7079,9
7080,3
7081,3
7082,9
7083,4
7084,2
7085,9
7086,3
7087,6
7088,8
7089,1
7090,8
7091,9
7092,2
7093,3
7094,2
7095,3
7096,9
7097,1
7098,1
7099,1
7100,3
7101,2
7102,3
7103,1
7104,2
7105,3
7106,3
7107,2
7108,8
7109,3
7110,6
7111,3
7112,4
7113,9
7114,3
7115,4
7116,8
7117,9
7118,8
7119,2
7120,3
7121,2
7122,3
7123,1
7124,1
7125,9
7126,2
7127,1
7128,2
7129,9
7130,9
7131,3
7132,3
7133,2
7134,3
7135,4
7136,2
7137,6
7138,9
7139,2
7140,3
7141,7
7142,5
7143,6
7144,2
7145,3
7146,6
7147,2
7148,3
7149,3
7150,1
7151,8
7152,3
7153,2
7154,4
7155,1
7156,2
7157,8
7158,2
7159,2
7160,3
7161,3
7162,3
7163,2
7164,8
7165,2
7166,9
7167,9
7168,2
7169,1
7170,6
7171,8
7172,1
7173,1
7174,2
7175,9
7176,1
7177,1
7178,3
7179,2
7180,3
7181,8
7182,2
7183,3
7184,6
7185,8
7186,6
7187,4
7188,2
7189,2
7190,1
7191,3
7192,9
7193,2
7194,8
7195,1
7196,2
7197,3
7198,8
7199,7
7200,3
7201,2
7202,1
7203,3
7204,1
7205,2
7206,2
7207,3
7208,8
7209,1
7210,9
7211,1
7212,3
7213,8
7214,3
7215,2
7216,3
7217,2
7218,2
7219,3
7220,9
7221,8
7222,3
7223,8
7224,8
7225,7
7226,1
7227,2
7228,1
7229,2
7230,9
7231,4
7232,8
7233,3
7234,8
7235,1
7236,8
7237,2
7238,1
7239,9
7240,1
7241,2
7242,3
7243,9
7244,9
7245,1
7246,1
7247,7
7248,4
7249,9
7250,1
7251,2
7252,8
7253,8
7254,2
7255,8
7256,8
7257,3
7258,3
7259,3
7260,2
7261,8
7262,1
7263,3
7264,4
7265,3
7266,3
7267,8
7268,6
7269,6
7270,2
7271,3
7272,2
7273,2
7274,8
7275,9
7276,7
7277,2
7278,8
7279,8
7280,1
7281,8
7282,2
7283,2
7284,3
7285,2
7286,2
7287,2
7288,2
7289,6
7290,8
7291,2
7292,3
7293,3
7294,3
7295,6
7296,4
7297,6
7298,2
7299,3
7300,7
7301,3
7302,2
7303,6
7304,3
7305,2
7306,3
7307,2
7308,8
7309,1
7310,3
7311,3
7312,2
7313,1
7314,4
7315,4
7316,1
7317,4
7318,1
7319,2
7320,1
7321,8
7322,2
7323,9
7324,1
7325,9
7326,2
7327,2
7328,1
7329,6
7330,8
7331,2
7332,3
7333,4
7334,2
7335,6
7336,5
7337,3
7338,4
7339,9
7340,9
7341,2
7342,3
7343,8
7344,3
7345,2
7346,3
7347,2
7348,7
7349,8
7350,9
7351,8
7352,8
7353,4
7354,6
7355,2
7356,8
7357,1
7358,4
7359,3
7360,4
7361,3
7362,2
7363,1
7364,2
7365,2
7366,3
7367,1
7368,3
7369,7
7370,2
7371,2
7372,8
7373,6
7374,3
7375,1
7376,9
7377,7
7378,2
7379,3
7380,6
7381,8
7382,1
7383,4
7384,3
7385,2
7386,9
7387,6
7388,6
7389,3
7390,3
7391,4
7392,7
7393,1
7394,3
7395,9
7396,1
7397,2
7398,1
7399,3
7400,9
7401,8
7402,2
7403,3
7404,9
7405,2
7406,1
7407,2
7408,1
7409,3
7410,2
7411,2
7412,4
7413,2
7414,3
7415,8
7416,7
7417,8
7418,3
7419,2
7420,1
7421,3
7422,8
7423,1
7424,2
7425,6
7426,4
7427,9
7428,3
7429,9
7430,8
7431,2
7432,3
7433,2
7434,1
7435,1
7436,3
7437,2
7438,2
7439,3
7440,3
7441,3
7442,1
7443,2
7444,3
7445,3
7446,1
7447,3
7448,3
7449,1
7450,4
7451,1
7452,9
7453,8
7454,3
7455,1
7456,8
7457,8
7458,6
7459,2
7460,2
7461,2
7462,1
7463,2
7464,8
7465,2
7466,1
7467,3
7468,1
7469,9
7470,3
7471,1
7472,7
7473,2
7474,3
7475,5
7476,2
7477,9
7478,9
7479,2
7480,2
7481,4
7482,3
7483,9
7484,3
7485,2
7486,3
7487,4
7488,6
7489,9
7490,6
7491,2
7492,2
7493,3
7494,3
7495,4
7496,9
7497,2
7498,6
7499,2
7500,3
7501,8
7502,1
7503,2
7504,2
7505,2
7506,3
7507,3
7508,2
7509,1
7510,4
7511,3
7512,9
7513,6
7514,2
7515,3
7516,3
7517,1
7518,8
7519,2
7520,6
7521,3
7522,3
7523,1
7524,6
7525,1
7526,8
7527,2
7528,1
7529,3
7530,6
7531,2
7532,6
7533,7
7534,3
7535,9
7536,9
7537,9
7538,3
7539,1
7540,3
7541,3
7542,9
7543,1
7544,2
7545,1
7546,3
7547,1
7548,9
7549,3
7550,4
7551,6
7552,2
7553,7
7554,2
7555,1
7556,1
7557,2
7558,9
7559,8
7560,3
7561,3
7562,9
7563,3
7564,9
7565,2
7566,2
7567,8
7568,1
7569,9
7570,3
7571,2
7572,7
7573,8
7574,3
7575,2
7576,2
7577,8
7578,9
7579,3
7580,2
7581,8
7582,8
7583,2
7584,2
7585,1
7586,6
7587,2
7588,8
7589,1
7590,8
7591,6
7592,5
7593,2
7594,8
7595,3
7596,9
7597,3
7598,2
7599,8
7600,9
7601,3
7602,2
7603,3
7604,2
7605,3
7606,2
7607,1
7608,6
7609,2
7610,6
7611,2
7612,8
7613,1
7614,3
7615,7
7616,1
7617,3
7618,9
7619,3
7620,3
7621,8
7622,8
7623,2
7624,3
7625,2
7626,3
7627,3
7628,3
7629,3
7630,8
7631,2
7632,2
7633,1
7634,9
7635,1
7636,1
7637,3
7638,3
7639,3
7640,8
7641,2
7642,3
7643,3
7644,1
7645,6
7646,2
7647,2
7648,9
7649,1
7650,3
7651,9
7652,2
7653,1
7654,8
7655,9
7656,3
7657,8
7658,8
7659,3
7660,1
7661,3
7662,3
7663,2
7664,1
7665,9
7666,3
7667,1
7668,3
7669,3
7670,8
7671,8
7672,1
7673,3
7674,1
7675,4
7676,3
7677,8
7678,2
7679,8
7680,1
7681,2
7682,3
7683,2
7684,7
7685,8
7686,2
7687,2
7688,3
7689,1
7690,8
7691,9
7692,1
7693,2
7694,6
7695,8
7696,3
7697,2
7698,1
7699,3
7700,3
7701,4
7702,2
7703,3
7704,2
7705,9
7706,1
7707,2
7708,9
7709,8
7710,7
7711,8
7712,2
7713,3
7714,1
7715,1
7716,1
7717,9
7718,1
7719,1
7720,3
7721,3
7722,1
7723,8
7724,2
7725,8
7726,8
7727,4
7728,4
7729,4
7730,3
7731,1
7732,3
7733,4
7734,8
7735,6
7736,3
7737,2
7738,1
7739,2
7740,3
7741,1
7742,3
7743,8
7744,2
7745,3
7746,2
7747,3
7748,3
7749,4
7750,2
7751,3
7752,1
7753,7
7754,3
7755,8
7756,2
7757,4
7758,9
7759,3
7760,4
7761,3
7762,9
7763,1
7764,2
7765,3
7766,1
7767,9
7768,3
7769,3
7770,8
7771,7
7772,4
7773,8
7774,8
7775,3
7776,3
7777,3
7778,3
7779,9
7780,3
7781,6
7782,3
7783,6
7784,8
7785,2
7786,2
7787,3
7788,9
7789,8
7790,5
7791,2
7792,3
7793,6
7794,2
7795,9
7796,2
7797,2
7798,2
7799,3
7800,3
7801,3
7802,2
7803,1
7804,3
7805,4
7806,3
7807,4
7808,3
7809,2
7810,5
7811,6
7812,9
7813,2
7814,3
7815,3
7816,1
7817,3
7818,4
7819,3
7820,3
7821,3
7822,2
7823,1
7824,3
7825,3
7826,6
7827,1
7828,3
7829,8
7830,3
7831,3
7832,2
7833,3
7834,3
7835,3
7836,8
7837,1
7838,8
7839,9
7840,7
7841,2
7842,2
7843,8
7844,8
7845,3
7846,2
7847,1
7848,9
7849,9
7850,3
7851,2
7852,2
7853,2
7854,7
7855,2
7856,2
7857,9
7858,3
7859,2
7860,3
7861,8
7862,2
7863,3
7864,1
7865,7
7866,1
7867,3
7868,3
7869,9
7870,3
7871,6
7872,3
7873,8
7874,8
7875,3
7876,1
7877,4
7878,1
7879,1
7880,3
7881,1
7882,2
7883,3
7884,7
7885,8
7886,9
7887,6
7888,2
7889,6
7890,1
7891,6
7892,3
7893,1
7894,4
7895,6
7896,1
7897,7
7898,8
7899,6
7900,8
7901,7
7902,9
7903,2
7904,3
7905,2
7906,1
7907,3
7908,9
7909,8
7910,3
7911,8
7912,6
7913,8
7914,2
7915,3
7916,3
7917,3
7918,1
7919,6
7920,2
7921,3
7922,6
7923,3
7924,2
7925,3
7926,1
7927,3
7928,9
7929,4
7930,1
7931,9
7932,3
7933,4
7934,9
7935,1
7936,2
7937,2
7938,3
7939,6
7940,2
7941,2
7942,6
7943,3
7944,3
7945,2
7946,8
7947,8
7948,2
7949,9
7950,8
7951,9
7952,1
7953,1
7954,3
7955,2
7956,2
7957,7
7958,3
7959,2
7960,3
7961,2
7962,2
7963,8
7964,4
7965,3
7966,1
7967,4
7968,1
7969,1
7970,2
7971,2
7972,8
7973,1
7974,1
7975,3
7976,4
7977,3
7978,6
7979,6
7980,3
7981,1
7982,4
7983,9
7984,1
7985,8
7986,2
7987,1
7988,8
7989,4
7990,2
7991,3
7992,3
7993,2
7994,1
7995,2
7996,3
7997,1
7998,3
7999,1
8000,2
8001,9
8002,1
8003,6
8004,1
8005,2
8006,1
8007,2
8008,2
8009,6
8010,6
8011,9
8012,3
8013,2
8014,1
8015,3
8016,8
8017,1
8018,3
8019,3
8020,3
8021,1
8022,8
8023,9
8024,2
8025,5
8026,2
8027,3
8028,1
8029,3
8030,2
8031,9
8032,3
8033,3
8034,2
8035,8
8036,7
8037,2
8038,9
8039,1
8040,3
8041,8
8042,3
8043,1
8044,2
8045,9
8046,2
8047,3
8048,2
8049,9
8050,2
8051,2
8052,8
8053,7
8054,3
8055,3
8056,2
8057,4
8058,8
8059,8
8060,9
8061,9
8062,3
8063,2
8064,3
8065,3
8066,9
8067,1
8068,2
8069,4
8070,8
8071,8
8072,3
8073,1
8074,8
8075,6
8076,8
8077,3
8078,2
8079,6
8080,8
8081,8
8082,8
8083,2
8084,7
8085,4
8086,3
8087,3
8088,1
8089,1
8090,2
8091,2
8092,9
8093,9
8094,8
8095,1
8096,4
8097,3
8098,6
8099,3
8100,8
8101,3
8102,2
8103,9
8104,3
8105,8
8106,3
8107,2
8108,7
8109,7
8110,2
8111,1
8112,3
8113,2
8114,8
8115,2
8116,9
8117,9
8118,9
8119,9
8120,1
8121,1
8122,1
8123,3
8124,1
8125,1
8126,3
8127,4
8128,3
8129,4
8130,3
8131,9
8132,4
8133,2
8134,7
8135,3
8136,1
8137,8
8138,3
8139,7
8140,1
8141,6
8142,9
8143,3
8144,8
8145,4
8146,9
8147,8
8148,9
8149,3
8150,2
8151,2
8152,2
8153,6
8154,3
8155,9
8156,1
8157,1
8158,4
8159,9
8160,3
8161,6
8162,9
8163,8
8164,1
8165,3
8166,1
8167,2
8168,8
8169,1
8170,8
8171,2
8172,1
8173,9
8174,8
8175,2
8176,3
8177,8
8178,1
8179,9
8180,7
8181,2
8182,2
8183,8
8184,2
8185,3
8186,3
8187,4
8188,2
8189,2
8190,2
8191,2
8192,2
8193,8
8194,2
8195,3
8196,3
8197,3
8198,1
8199,8
8200,9
8201,1
8202,4
8203,2
8204,2
8205,4
8206,3
8207,3
8208,3
8209,3
8210,1
8211,9
8212,3
8213,3
8214,3
8215,1
8216,3
8217,3
8218,2
8219,6
8220,8
8221,1
8222,3
8223,9
8224,3
8225,2
8226,3
8227,2
8228,3
8229,3
8230,2
8231,7
8232,3
8233,8
8234,3
8235,6
8236,2
8237,8
8238,3
8239,2
8240,3
8241,9
8242,1
8243,2
8244,1
8245,7
8246,4
8247,2
8248,2
8249,2
8250,3
8251,2
8252,8
8253,2
8254,3
8255,2
8256,3
8257,3
8258,3
8259,2
8260,1
8261,2
8262,3
8263,8
8264,1
8265,7
8266,3
8267,3
8268,8
8269,9
8270,8
8271,1
8272,2
8273,2
8274,4
8275,1
8276,8
8277,2
8278,2
8279,3
8280,8
8281,1
8282,2
8283,3
8284,8
8285,6
8286,6
8287,3
8288,1
8289,3
8290,2
8291,1
8292,2
8293,8
8294,1
8295,3
8296,3
8297,2
8298,2
8299,3
8300,2
8301,3
8302,3
8303,6
8304,8
8305,2
8306,8
8307,2
8308,8
8309,2
8310,9
8311,3
8312,3
8313,8
8314,8
8315,3
8316,8
8317,3
8318,1
8319,3
8320,1
8321,1
8322,3
8323,3
8324,2
8325,2
8326,6
8327,6
8328,1
8329,3
8330,4
8331,9
8332,8
8333,3
8334,9
8335,6
8336,9
8337,6
8338,3
8339,3
8340,2
8341,1
8342,2
8343,1
8344,3
8345,3
8346,2
8347,2
8348,6
8349,3
8350,8
8351,3
8352,3
8353,9
8354,7
8355,9
8356,3
8357,3
8358,9
8359,9
8360,9
8361,6
8362,8
8363,1
8364,3
8365,2
8366,3
8367,3
8368,3
8369,1
8370,6
8371,3
8372,2
8373,8
8374,8
8375,9
8376,3
8377,2
8378,2
8379,1
8380,4
8381,6
8382,9
8383,1
8384,3
8385,1
8386,2
8387,9
8388,9
8389,2
8390,2
8391,6
8392,3
8393,9
8394,3
8395,3
8396,1
8397,8
8398,2
8399,8
8400,3
8401,3
8402,2
8403,3
8404,2
8405,9
8406,6
8407,7
8408,2
8409,3
8410,3
8411,2
8412,3
8413,8
8414,8
8415,2
8416,4
8417,9
8418,1
8419,1
8420,2
8421,2
8422,1
8423,2
8424,2
8425,2
8426,3
8427,1
8428,1
8429,8
8430,9
8431,6
8432,8
8433,2
8434,2
8435,3
8436,9
8437,2
8438,1
8439,2
8440,1
8441,8
8442,3
8443,2
8444,3
8445,6
8446,6
8447,2
8448,4
8449,6
8450,3
8451,2
8452,1
8453,7
8454,6
8455,3
8456,9
8457,9
8458,2
8459,8
8460,3
8461,3
8462,2
8463,3
8464,3
8465,2
8466,1
8467,6
8468,2
8469,9
8470,1
8471,8
8472,3
8473,3
8474,2
8475,7
8476,2
8477,2
8478,4
8479,6
8480,2
8481,4
8482,8
8483,3
8484,8
8485,7
8486,8
8487,9
8488,2
8489,8
8490,3
8491,2
8492,3
8493,3
8494,3
8495,3
8496,1
8497,4
8498,8
8499,8
8500,9
8501,8
8502,8
8503,1
8504,3
8505,3
8506,4
8507,3
8508,3
8509,3
8510,3
8511,2
8512,2
8513,7
8514,3
8515,3
8516,9
8517,8
8518,2
8519,3
8520,2
8521,9
8522,2
8523,3
8524,2
8525,3
8526,3
8527,3
8528,8
8529,8
8530,1
8531,2
8532,2
8533,2
8534,8
8535,3
8536,3
8537,3
8538,4
8539,3
8540,8
8541,5
8542,2
8543,2
8544,6
8545,2
8546,1
8547,3
8548,3
8549,2
8550,9
8551,2
8552,3
8553,6
8554,2
8555,4
8556,3
8557,9
8558,1
8559,3
8560,2
8561,3
8562,9
8563,8
8564,2
8565,2
8566,8
8567,4
8568,1
8569,9
8570,6
8571,2
8572,6
8573,2
8574,3
8575,4
8576,2
8577,8
8578,3
8579,3
8580,6
8581,3
8582,3
8583,2
8584,2
8585,3
8586,3
8587,1
8588,2
8589,2
8590,2
8591,3
8592,2
8593,9
8594,1
8595,4
